Ticker,Company Name,Sector,Industry
COOK,"Traeger, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances"
COP,ConocoPhillips,Energy,Oil & Gas E&P
COR,"Cencora, Inc.",Healthcare,Medical Distribution
CORR,N/A,N/A,N/A
COTY,Coty Inc.,Consumer Defensive,Household & Personal Products
COUR,"Coursera, Inc.",Consumer Defensive,Education & Training Services
CPA,"Copa Holdings, S.A.",Industrials,Airlines
CPB,The Campbell's Company,Consumer Defensive,Packaged Foods
CPE,N/A,N/A,N/A
CPF,Central Pacific Financial Corp.,Financial Services,Banks - Regional
CPK,Chesapeake Utilities Corporation,Utilities,Utilities - Regulated Gas
CPLG,N/A,N/A,N/A
CPN,N/A,N/A,N/A
CPNG,"Coupang, Inc.",Consumer Cyclical,Internet Retail
CPRI,Capri Holdings Limited,Consumer Cyclical,Luxury Goods
CPS,Cooper-Standard Holdings Inc.,Consumer Cyclical,Auto Parts
CPT,Camden Property Trust,Real Estate,REIT - Residential
CQP,"Cheniere Energy Partners, L.P.",Energy,Oil & Gas Midstream
CR,Crane Company,Industrials,Specialty Industrial Machinery
CRBG,"Corebridge Financial, Inc.",Financial Services,Asset Management
CRC,California Resources Corporation,Energy,Oil & Gas E&P
CRCM,N/A,N/A,N/A
CRD,N/A,N/A,N/A
CRD-B,Crawford & Company,Financial Services,Insurance Brokers
CRGY,Crescent Energy Company,Energy,Oil & Gas E&P
CRI,"Carter's, Inc.",Consumer Cyclical,Apparel Retail
CRK,"Comstock Resources, Inc.",Energy,Oil & Gas E&P
CRL,"Charles River Laboratories International, Inc.",Healthcare,Diagnostics & Research
CRM,"Salesforce, Inc.",Technology,Software - Application
CRMD,CorMedix Inc.,Healthcare,Biotechnology
CRR,N/A,N/A,N/A
CRS,Carpenter Technology Corporation,Industrials,Metal Fabrication
CRT,Cross Timbers Royalty Trust,Energy,Oil & Gas E&P
CRY,N/A,N/A,N/A
CS,N/A,N/A,N/A
CSLCSPR,N/A,N/A,N/A
CSR,Centerspace,Real Estate,REIT - Residential
CSS,N/A,N/A,N/A
CSTM,Constellium SE,Basic Materials,Aluminum
CSU,N/A,N/A,N/A
CSV,"Carriage Services, Inc.",Consumer Cyclical,Personal Services
CSX,CSX Corporation,Industrials,Railroads
CTB,N/A,N/A,N/A
CTGO,"Contango Ore, Inc.",Basic Materials,Gold
CTK,N/A,N/A,N/A
CTL,N/A,N/A,N/A
CTLT,N/A,N/A,N/A
CTO,"CTO Realty Growth, Inc.",Real Estate,REIT - Diversified
CTOS,"Custom Truck One Source, Inc.",Industrials,Rental & Leasing Services
CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P
CTS,CTS Corporation,Technology,Electronic Components
CTT,N/A,N/A,N/A
CTV,N/A,N/A,N/A
CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs
CUB,Lionheart Holdings,Financial Services,Shell Companies
CUBE,CubeSmart,Real Estate,REIT - Industrial
CUBICULP,N/A,N/A,N/A
CURO,N/A,N/A,N/A
CURV,Torrid Holdings Inc.,Consumer Cyclical,Apparel Retail
CUZ,Cousins Properties Incorporated,Real Estate,REIT - Office
CVA,N/A,N/A,N/A
CVEO,Civeo Corporation,Consumer Cyclical,Lodging
CVI,"CVR Energy, Inc.",Energy,Oil & Gas Refining & Marketing
CVIA,N/A,N/A,N/A
CVLG,"Covenant Logistics Group, Inc.",Industrials,Trucking
CVM,CEL-SCI Corporation,Healthcare,Biotechnology
CVNA,Carvana Co.,Consumer Cyclical,Auto & Truck Dealerships
CVRS,N/A,N/A,N/A
CVS,CVS Health Corporation,Healthcare,Healthcare Plans
CVU,"CPI Aerostructures, Inc.",Industrials,Aerospace & Defense
CVX,Chevron Corporation,Energy,Oil & Gas Integrated
CW,Curtiss-Wright Corporation,Industrials,Aerospace & Defense
CWAN,"Clearwater Analytics Holdings, Inc.",Technology,Software - Application
CWEN,"Clearway Energy, Inc.",Utilities,Utilities - Renewable
CWH,"Camping World Holdings, Inc.",Consumer Cyclical,Auto & Truck Dealerships
CWK,Cushman & Wakefield Limited,Real Estate,Real Estate Services
CWT,California Water Service Group,Utilities,Utilities - Regulated Water
CX,"CEMEX, S.A.B. de C.V.",Basic Materials,Building Materials
CXM,"Sprinklr, Inc.",Technology,Software - Application
CXO,N/A,N/A,N/A
CXP,N/A,N/A,N/A
CXW,"CoreCivic, Inc.",Industrials,Security & Protection Services
CYD,China Yuchai International Limited,Consumer Cyclical,Auto Manufacturers
CYH,"Community Health Systems, Inc.",Healthcare,Medical Care Facilities
CZFS,"Citizens Financial Services, Inc.",Financial Services,Banks - Regional
D,"Dominion Energy, Inc.",Utilities,Utilities - Regulated Electric
DAC,Danaos Corporation,Industrials,Marine Shipping
DAI,N/A,N/A,N/A
DAL,"Delta Air Lines, Inc.",Industrials,Airlines
DAN,Dana Incorporated,Consumer Cyclical,Auto Parts
DAO,"Youdao, Inc.",Consumer Defensive,Education & Training Services
DAR,Darling Ingredients Inc.,Consumer Defensive,Packaged Foods
DASH,"DoorDash, Inc.",Consumer Cyclical,Internet Retail
DATA,N/A,N/A,N/A
DAVA,Endava plc,Technology,Software - Infrastructure
DB,Deutsche Bank Aktiengesellschaft,Financial Services,Banks - Regional
DBD,"Diebold Nixdorf, Incorporated",Technology,Software - Application
DBI,Designer Brands Inc.,Consumer Cyclical,Footwear & Accessories
DBRG,"DigitalBridge Group, Inc.",Financial Services,Asset Management
DC,Dakota Gold Corp.,Basic Materials,Gold
DCI,"Donaldson Company, Inc.",Industrials,Specialty Industrial Machinery
DCO,Ducommun Incorporated,Industrials,Aerospace & Defense
DCP,N/A,N/A,N/A
DD,"DuPont de Nemours, Inc.",Basic Materials,Specialty Chemicals
DDS,"Dillard's, Inc.",Consumer Cyclical,Department Stores
DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery
DEA,"Easterly Government Properties, Inc.",Real Estate,REIT - Office
DEI,"Douglas Emmett, Inc.",Real Estate,REIT - Office
DELL,Dell Technologies Inc.,Technology,Computer Hardware
DESP,N/A,N/A,N/A
DF,N/A,N/A,N/A
DFH,"Dream Finders Homes, Inc.",Consumer Cyclical,Residential Construction
DFIN,"Donnelley Financial Solutions, Inc.",Technology,Software - Application
DFS,N/A,N/A,N/A
DG,Dollar General Corporation,Consumer Defensive,Discount Stores
DGX,Quest Diagnostics Incorporated,Healthcare,Diagnostics & Research
DHIDHR,N/A,N/A,N/A
DHT,"DHT Holdings, Inc.",Energy,Oil & Gas Midstream
DHX,"DHI Group, Inc.",Technology,Software - Application
DIN,"Dine Brands Global, Inc.",Consumer Cyclical,Restaurants
DINO,HF Sinclair Corporation,Energy,Oil & Gas Refining & Marketing
DIS,The Walt Disney Company,Communication Services,Entertainment
DIT,AMCON Distributing Company,Consumer Defensive,Food Distribution
DK,"Delek US Holdings, Inc.",Energy,Oil & Gas Refining & Marketing
DKL,"Delek Logistics Partners, LP",Energy,Oil & Gas Refining & Marketing
DKS,"DICK'S Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail
DL,N/A,N/A,N/A
DLB,"Dolby Laboratories, Inc.",Industrials,Specialty Business Services
DLNG,Dynagas LNG Partners LP,Energy,Oil & Gas Midstream
DLPH,N/A,N/A,N/A
DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Specialty
DLX,Deluxe Corporation,Industrials,Conglomerates
DM,N/A,N/A,N/A
DML,N/A,N/A,N/A
DNA,"Ginkgo Bioworks Holdings, Inc.",Healthcare,Biotechnology
DNB,N/A,N/A,N/A
DNMR,N/A,N/A,N/A
DNOW,DNOW Inc.,Industrials,Industrial Distribution
DNRDO,N/A,N/A,N/A
DOC,"Healthpeak Properties, Inc.",Real Estate,REIT - Healthcare Facilities
DOCN,"DigitalOcean Holdings, Inc.",Technology,Software - Infrastructure
DOCS,"Doximity, Inc.",Healthcare,Health Information Services
DOLE,Dole plc,Consumer Defensive,Farm Products
DOMA,N/A,N/A,N/A
DOOR,N/A,N/A,N/A
DOUG,Douglas Elliman Inc.,Real Estate,Real Estate Services
DOV,Dover Corporation,Industrials,Specialty Industrial Machinery
DOW,Dow Inc.,Basic Materials,Chemicals
DOX,Amdocs Limited,Technology,Software - Infrastructure
DPH,N/A,N/A,N/A
DPL,N/A,N/A,N/A
DPLO,N/A,N/A,N/A
DPM,N/A,N/A,N/A
DPS,"Dr Pepper Snapple Group, Inc.",N/A,N/A
DPZ,"Domino's Pizza, Inc.",Consumer Cyclical,Restaurants
DQ,Daqo New Energy Corp.,Technology,Semiconductor Equipment & Materials
DRE,N/A,N/A,N/A
DRH,DiamondRock Hospitality Company,Real Estate,REIT - Hotel & Motel
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,Restaurants
DRQ,N/A,N/A,N/A
DS,N/A,N/A,N/A
DSS,"DSS, Inc.",Consumer Cyclical,Packaging & Containers
DSSI,N/A,N/A,N/A
DSX,Diana Shipping Inc.,Industrials,Marine Shipping
DT,"Dynatrace, Inc.",Technology,Software - Application
DTC,N/A,N/A,N/A
DTE,DTE Energy Company,Utilities,Utilities - Regulated Electric
DTLA-P,N/A,N/A,N/A
DTM,"DT Midstream, Inc.",Energy,Oil & Gas Midstream
DUK,Duke Energy Corporation,Utilities,Utilities - Regulated Electric
DV,"DoubleVerify Holdings, Inc.",Communication Services,Advertising Agencies
DVA,DaVita Inc.,Healthcare,Medical Care Facilities
DVD,N/A,N/A,N/A
DVN,Devon Energy Corporation,Energy,Oil & Gas E&P
DW,N/A,N/A,N/A
DX,"Dynex Capital, Inc.",Real Estate,REIT - Mortgage
DXC,DXC Technology Company,Technology,Information Technology Services
DYE,N/A,N/A,N/A
EARN,Ellington Credit Company,Financial Services,Asset Management
EAT,"Brinker International, Inc.",Consumer Cyclical,Restaurants
EB,Eventbrite Inc,Communication Services,Internet Content & Information
EBF,"Ennis, Inc.",Industrials,Business Equipment & Supplies
EBR,N/A,N/A,N/A
EBS,Emergent BioSolutions Inc.,Healthcare,Drug Manufacturers - Specialty & Generic
ECC,Eagle Point Credit Company Inc.,Financial Services,Asset Management
ECL,Ecolab Inc.,Basic Materials,Specialty Chemicals
ECOM,N/A,N/A,N/A
ECT,N/A,N/A,N/A
ECVT,Ecovyst Inc.,Basic Materials,Specialty Chemicals
ED,"Consolidated Edison, Inc.",Utilities,Utilities - Regulated Electric
EDN,Empresa Distribuidora y Comercializadora Norte Sociedad Anónima,Utilities,Utilities - Regulated Electric
EDR,N/A,N/A,N/A
EDU,New Oriental Education & Technology Group Inc.,Consumer Defensive,Education & Training Services
EE,"Excelerate Energy, Inc.",Energy,Oil & Gas Midstream
EEXEFC,N/A,N/A,N/A
EFSH,N/A,N/A,N/A
EFX,Equifax Inc.,Industrials,Consulting Services
EGP,"EastGroup Properties, Inc.",Real Estate,REIT - Industrial
EGY,"VAALCO Energy, Inc.",Energy,Oil & Gas E&P
EHAB,"Enhabit, Inc.",Healthcare,Medical Care Facilities
EHC,Encompass Health Corporation,Healthcare,Medical Care Facilities
EIG,"Employers Holdings, Inc.",Financial Services,Insurance - Specialty
EIX,Edison International,Utilities,Utilities - Regulated Electric
EL,The Estée Lauder Companies Inc.,Consumer Defensive,Household & Personal Products
ELA,Envela Corporation,Consumer Cyclical,Luxury Goods
ELAN,Elanco Animal Health Incorporated,Healthcare,Drug Manufacturers - Specialty & Generic
ELF,"e.l.f. Beauty, Inc.",Consumer Defensive,Household & Personal Products
ELMD,"Electromed, Inc.",Healthcare,Medical Devices
ELME,Elme Communities,Real Estate,REIT - Residential
ELP,N/A,N/A,N/A
ELS,"Equity LifeStyle Properties, Inc.",Real Estate,REIT - Residential
ELV,"Elevance Health, Inc.",Healthcare,Healthcare Plans
ELVT,N/A,N/A,N/A
ELYEME,N/A,N/A,N/A
EMES,Harbor Emerging Markets Select ETF,N/A,N/A
EMN,Eastman Chemical Company,Basic Materials,Specialty Chemicals
ENBL,N/A,N/A,N/A
ENFN,N/A,N/A,N/A
ENIA,N/A,N/A,N/A
ENIC,Enel Chile S.A.,Utilities,Utilities - Regulated Electric
ENLC,N/A,N/A,N/A
ENOV,Enovis Corporation,Healthcare,Medical Devices
ENR,"Energizer Holdings, Inc.",Industrials,Electrical Equipment & Parts
ENS,EnerSys,Industrials,Electrical Equipment & Parts
ENSV,Enservco Corporation,Energy,Oil & Gas Equipment & Services
ENV,N/A,N/A,N/A
ENVA,"Enova International, Inc.",Financial Services,Credit Services
ENZ,N/A,N/A,N/A
EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P
EPAC,Enerpac Tool Group Corp.,Industrials,Specialty Industrial Machinery
EPAM,"EPAM Systems, Inc.",Technology,Information Technology Services
EPC,Edgewell Personal Care Company,Consumer Defensive,Household & Personal Products
EPD,Enterprise Products Partners L.P.,Energy,Oil & Gas Midstream
EPR,EPR Properties,Real Estate,REIT - Specialty
EPRT,"Essential Properties Realty Trust, Inc.",Real Estate,REIT - Retail
EQC,N/A,N/A,N/A
EQH,"Equitable Holdings, Inc.",Financial Services,Asset Management
EQM,N/A,N/A,N/A
EQR,Equity Residential,Real Estate,REIT - Residential
EQS,"Equus Total Return, Inc.",Financial Services,Asset Management
EQTERA,N/A,N/A,N/A
ERJ,N/A,N/A,N/A
ES,Eversource Energy,Utilities,Utilities - Regulated Electric
ESAB,ESAB Corporation,Industrials,Metal Fabrication
ESCC,N/A,N/A,N/A
ESE,ESCO Technologies Inc.,Technology,Scientific & Technical Instruments
ESI,Element Solutions Inc,Basic Materials,Specialty Chemicals
ESMT,N/A,N/A,N/A
ESNT,Essent Group Ltd.,Financial Services,Insurance - Specialty
ESRT,"Empire State Realty Trust, Inc.",Real Estate,REIT - Diversified
ESS,"Essex Property Trust, Inc.",Real Estate,REIT - Residential
ESTC,Elastic N.V.,Technology,Software - Application
ESTE,N/A,N/A,N/A
ET,Energy Transfer LP,Energy,Oil & Gas Midstream
ETH,Grayscale Ethereum Mini Trust ETF,N/A,N/A
ETM,N/A,N/A,N/A
ETN,Eaton Corporation plc,Industrials,Specialty Industrial Machinery
ETP,"Energy Transfer Partners, L.P.",N/A,N/A
ETR,Entergy Corporation,Utilities,Utilities - Regulated Electric
ETRN,N/A,N/A,N/A
ETWO,N/A,N/A,N/A
EURN,N/A,N/A,N/A
EV,Mast Global Battery Recycling & Production ETF,N/A,N/A
EVA,N/A,N/A,N/A
EVC,Entravision Communications Corporation,Communication Services,Advertising Agencies
EVH,"Evolent Health, Inc.",Healthcare,Health Information Services
EVH,"Evolent Health, Inc.",Healthcare,Health Information Services
EVI,"EVI Industries, Inc.",Industrials,Industrial Distribution
EVR,Evercore Inc.,Financial Services,Capital Markets
EVRG,"Evergy, Inc.",Utilities,Utilities - Regulated Electric
EVRI,N/A,N/A,N/A
EVTC,"EVERTEC, Inc.",Technology,Software - Infrastructure
EW,Edwards Lifesciences Corporation,Healthcare,Medical Devices
EXC,Exelon Corporation,Utilities,Utilities - Regulated Electric
EXH,N/A,N/A,N/A
EXP,Eagle Materials Inc.,Basic Materials,Building Materials
EXPR,N/A,N/A,N/A
EXR,Extra Space Storage Inc.,Real Estate,REIT - Industrial
EXTN,N/A,N/A,N/A
F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers
FAF,First American Financial Corporation,Financial Services,Insurance - Specialty
FATH,N/A,N/A,N/A
FBC,N/A,N/A,N/A
FBHS,N/A,N/A,N/A
FBK,FB Financial Corporation,Financial Services,Banks - Regional
FBM,N/A,N/A,N/A
FBP,First BanCorp.,Financial Services,Banks - Regional
FBRT,"Franklin BSP Realty Trust, Inc.",Real Estate,REIT - Mortgage
FC,Franklin Covey Co.,Consumer Defensive,Education & Training Services
FCAU,N/A,N/A,N/A
FCF,First Commonwealth Financial Corporation,Financial Services,Banks - Regional
FCN,"FTI Consulting, Inc.",Industrials,Consulting Services
FCPT,"Four Corners Property Trust, Inc.",Real Estate,REIT - Retail
FCXFDP,N/A,N/A,N/A
FDS,FactSet Research Systems Inc.,Financial Services,Financial Data & Stock Exchanges
FDX,FedEx Corporation,Industrials,Integrated Freight & Logistics
FE,FirstEnergy Corp.,Utilities,Utilities - Regulated Electric
FEDU,Four Seasons Education (Cayman) Inc.,Consumer Defensive,Education & Training Services
FELP,N/A,N/A,N/A
FENG,Phoenix New Media Limited,Communication Services,Internet Content & Information
FET,"Forum Energy Technologies, Inc.",Energy,Oil & Gas Equipment & Services
FF,FutureFuel Corp.,Basic Materials,Specialty Chemicals
FFG,N/A,N/A,N/A
FG,"F&G Annuities & Life, Inc.",Financial Services,Insurance - Life
FGH,N/A,N/A,N/A
FGPFHN,N/A,N/A,N/A
FI,N/A,N/A,N/A
FICO,Fair Isaac Corporation,Technology,Software - Application
FIGS,"FIGS, Inc.",Consumer Cyclical,Apparel Manufacturing
FIHL,Fidelis Insurance Holdings Limited,Financial Services,Insurance - Diversified
FII,N/A,N/A,N/A
FINV,FinVolution Group,Financial Services,Credit Services
FIS,"Fidelity National Information Services, Inc.",Technology,Information Technology Services
FIT,N/A,N/A,N/A
FIX,"Comfort Systems USA, Inc.",Industrials,Engineering & Construction
FL,N/A,N/A,N/A
FLNG,FLEX LNG Ltd.,Energy,Oil & Gas Midstream
FLO,"Flowers Foods, Inc.",Consumer Defensive,Packaged Foods
FLOW,Global X U.S. Cash Flow Kings 100 ETF,N/A,N/A
FLR,Fluor Corporation,Industrials,Engineering & Construction
FLS,Flowserve Corporation,Industrials,Specialty Industrial Machinery
FMC,FMC Corporation,Basic Materials,Agricultural Inputs
FMCC,Federal Home Loan Mortgage Corporation,Financial Services,Mortgage Finance
FMS,Fresenius Medical Care AG,Healthcare,Medical Care Facilities
FMX,"Fomento Económico Mexicano, S.A.B. de C.V.",Consumer Defensive,Beverages - Brewers
FN,Fabrinet,Technology,Electronic Components
FNA,N/A,N/A,N/A
FNB,F.N.B. Corporation,Financial Services,Banks - Regional
FND,"Floor & Decor Holdings, Inc.",Consumer Cyclical,Home Improvement Retail
FNF,"Fidelity National Financial, Inc.",Financial Services,Insurance - Specialty
FNFVFO,N/A,N/A,N/A
FOA,Finance of America Companies Inc.,Financial Services,Credit Services
FOE,N/A,N/A,N/A
FOR,Forestar Group Inc.,Real Estate,Real Estate - Development
FORG,N/A,N/A,N/A
FOUR,"Shift4 Payments, Inc.",Technology,Software - Infrastructure
FOXO,FOXO Technologies Inc.,Healthcare,Health Information Services
FPH,"Five Point Holdings, LLC",Real Estate,Real Estate - Development
FPI,Farmland Partners Inc.,Real Estate,REIT - Specialty
FR,"First Industrial Realty Trust, Inc.",Real Estate,REIT - Industrial
FRC,N/A,N/A,N/A
FRD,"Friedman Industries, Incorporated",Basic Materials,Steel
FREY,N/A,N/A,N/A
FRGE,Forge Global Holdings Inc,Financial Services,Capital Markets
FRO,Frontline plc,Energy,Oil & Gas Midstream
FRT,Federal Realty Investment Trust,Real Estate,REIT - Retail
FSB,N/A,N/A,N/A
FSK,FS KKR Capital Corp.,Financial Services,Asset Management
FSLY,"Fastly, Inc.",Technology,Software - Application
FSP,Franklin Street Properties Corp.,Real Estate,REIT - Office
FSR,N/A,N/A,N/A
FSS,Federal Signal Corporation,Industrials,Pollution & Treatment Controls
FTAI,FTAI Aviation Ltd.,Industrials,Rental & Leasing Services
FTCH,N/A,N/A,N/A
FTI,TechnipFMC plc,Energy,Oil & Gas Equipment & Services
FTK,"Flotek Industries, Inc.",Energy,Oil & Gas Equipment & Services
FTSI,N/A,N/A,N/A
FTV,Fortive Corporation,Technology,Scientific & Technical Instruments
FUBO,FuboTV Inc.,Communication Services,Broadcasting
FULFUN,N/A,N/A,N/A
FUR,N/A,N/A,N/A
FVRR,Fiverr International Ltd.,Communication Services,Internet Content & Information
G,Genpact Limited,Technology,Information Technology Services
GAM,"General American Investors Company, Inc.",Financial Services,Asset Management
GATO,N/A,N/A,N/A
GAU,Galiano Gold Inc.,Basic Materials,Gold
GB,N/A,N/A,N/A
GBTG,"Global Business Travel Group, Inc.",Consumer Cyclical,Travel Services
GBX,"The Greenbrier Companies, Inc.",Industrials,Railroads
GCAP,N/A,N/A,N/A
GCI,N/A,N/A,N/A
GCO,Genesco Inc.,Consumer Cyclical,Apparel Retail
GCP,N/A,N/A,N/A
GD,General Dynamics Corporation,Industrials,Aerospace & Defense
GDDY,GoDaddy Inc.,Technology,Software - Infrastructure
GDOT,Green Dot Corporation,Financial Services,Credit Services
GDP,N/A,N/A,N/A
GE,GE Aerospace,Industrials,Aerospace & Defense
GEF,"Greif, Inc.",Consumer Cyclical,Packaging & Containers
GEHI,N/A,N/A,N/A
GEN,Gen Digital Inc.,Technology,Software - Infrastructure
GEO,"The GEO Group, Inc.",Industrials,Security & Protection Services
GES,"Guess?, Inc.",Consumer Cyclical,Apparel Retail
GETYGFF,N/A,N/A,N/A
GFI,Gold Fields Limited,Basic Materials,Gold
GGGGHC,N/A,N/A,N/A
GHG,GreenTree Hospitality Group Ltd.,Consumer Cyclical,Lodging
GHI,Greystone Housing Impact Investors LP,Financial Services,Mortgage Finance
GHL,N/A,N/A,N/A
GIB,CGI Inc.,Technology,Information Technology Services
GIC,Global Industrial Company,Industrials,Industrial Distribution
GIL,Gildan Activewear Inc.,Consumer Cyclical,Apparel Manufacturing
GIS,"General Mills, Inc.",Consumer Defensive,Packaged Foods
GKOS,Glaukos Corporation,Healthcare,Medical Devices
GL,Globe Life Inc.,Financial Services,Insurance - Life
GLOB,Globant S.A.,Technology,Information Technology Services
GLOG,N/A,N/A,N/A
GLOP,N/A,N/A,N/A
GLP,Global Partners LP,Energy,Oil & Gas Midstream
GLS,N/A,N/A,N/A
GLT,N/A,N/A,N/A
GLW,Corning Incorporated,Technology,Electronic Components
GM,General Motors Company,Consumer Cyclical,Auto Manufacturers
GME,GameStop Corp.,Consumer Cyclical,Specialty Retail
GMED,"Globus Medical, Inc.",Healthcare,Medical Devices
GMRE,Global Medical REIT Inc,Real Estate,REIT - Healthcare Facilities
GMS,N/A,N/A,N/A
GMT,N/A,N/A,N/A
GNC,N/A,N/A,N/A
GNE,Genie Energy Ltd.,Utilities,Utilities - Regulated Electric
GNK,Genco Shipping & Trading Limited,Industrials,Marine Shipping
GNL,"Global Net Lease, Inc.",Real Estate,REIT - Diversified
GNRC,Generac Holdings Inc.,Industrials,Specialty Industrial Machinery
GNW,"Genworth Financial, Inc.",Financial Services,Insurance - Life
GOLF,Acushnet Holdings Corp.,Consumer Cyclical,Leisure
GOTU,Gaotu Techedu Inc.,Consumer Defensive,Education & Training Services
GPC,Genuine Parts Company,Consumer Cyclical,Auto Parts
GPI,"Group 1 Automotive, Inc.",Consumer Cyclical,Auto & Truck Dealerships
GPK,Graphic Packaging Holding Company,Consumer Cyclical,Packaging & Containers
GPMT,Granite Point Mortgage Trust Inc.,Real Estate,REIT - Mortgage
GPN,Global Payments Inc.,Industrials,Specialty Business Services
GPRK,GeoPark Limited,Energy,Oil & Gas E&P
GPS,N/A,N/A,N/A
GPXGRA,N/A,N/A,N/A
GRAF,Graf Global Corp.,Financial Services,Shell Companies
GRAM,Gold Flora Corporation,Consumer Defensive,Tobacco
GRC,The Gorman-Rupp Company,Industrials,Specialty Industrial Machinery
GRND,Grindr Inc.,Technology,Software - Application
GRNT,"Granite Ridge Resources, Inc.",Energy,Oil & Gas E&P
GROV,"Grove Collaborative Holdings, Inc.",Consumer Defensive,Household & Personal Products
GRUB,N/A,N/A,N/A
GS,"The Goldman Sachs Group, Inc.",Financial Services,Capital Markets
GSH,N/A,N/A,N/A
GSL,"Global Ship Lease, Inc.",Industrials,Marine Shipping
GSX,Tradr 2X Long GS Daily ETF,N/A,N/A
GT,The Goodyear Tire & Rubber Company,Consumer Cyclical,Auto Parts
GTES,Gates Industrial Corporation plc,Industrials,Specialty Industrial Machinery
GTI,N/A,N/A,N/A
GTN,"Gray Media, Inc.",Communication Services,Broadcasting
GTS,N/A,N/A,N/A
GTT,N/A,N/A,N/A
GTX,Garrett Motion Inc.,Consumer Cyclical,Auto Parts
GTY,Getty Realty Corp.,Real Estate,REIT - Retail
GVA,Granite Construction Incorporated,Industrials,Engineering & Construction
GWB,N/A,N/A,N/A
GWH,"ESS Tech, Inc.",Industrials,Electrical Equipment & Parts
GWR,N/A,N/A,N/A
GWRE,"Guidewire Software, Inc.",Technology,Software - Application
GWW,"W.W. Grainger, Inc.",Industrials,Industrial Distribution
GXO,"GXO Logistics, Inc.",Industrials,Integrated Freight & Logistics
H,Hyatt Hotels Corporation,Consumer Cyclical,Lodging
HAE,Haemonetics Corporation,Healthcare,Medical Devices
HAL,Halliburton Company,Energy,Oil & Gas Equipment & Services
HAS,"Hasbro, Inc.",Consumer Cyclical,Leisure
HASI,"HA Sustainable Infrastructure Capital, Inc.",Financial Services,Asset Management
HAYW,"Hayward Holdings, Inc.",Industrials,Electrical Equipment & Parts
HBAN,Huntington Bancshares Incorporated,Financial Services,Banks - Regional
HBB,Hamilton Beach Brands Holding Company,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
HBC,N/A,N/A,N/A
HBI,N/A,N/A,N/A
HBP,N/A,N/A,N/A
HBPI,N/A,N/A,N/A
HCA,"HCA Healthcare, Inc.",Healthcare,Medical Care Facilities
HCC,"Warrior Met Coal, Inc.",Basic Materials,Coking Coal
HCFT,N/A,N/A,N/A
HCHC,N/A,N/A,N/A
HCI,"HCI Group, Inc.",Financial Services,Insurance - Property & Casualty
HCN,N/A,N/A,N/A
HCP,N/A,N/A,N/A
HD,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail
HDB,HDFC Bank Limited,Financial Services,Banks - Regional
HE,"Hawaiian Electric Industries, Inc.",Utilities,Utilities - Regulated Electric
HEI,HEICO Corporation,Industrials,Aerospace & Defense
HEP,N/A,N/A,N/A
HES,N/A,N/A,N/A
HESM,Hess Midstream LP,Energy,Oil & Gas Midstream
HFC,N/A,N/A,N/A
HG,"Hamilton Insurance Group, Ltd.",Financial Services,Insurance - Reinsurance
HGR,N/A,N/A,N/A
HGT,Hugoton Royalty Trust,N/A,N/A
HGTY,"Hagerty, Inc.",Financial Services,Insurance - Property & Casualty
HGV,Hilton Grand Vacations Inc.,Consumer Cyclical,Resorts & Casinos
HHC,N/A,N/A,N/A
HHP,N/A,N/A,N/A
HHS,"Harte Hanks, Inc.",Industrials,Conglomerates
HI,"Hillenbrand, Inc.",Industrials,Specialty Industrial Machinery
HIG,"The Hartford Insurance Group, Inc.",Financial Services,Insurance - Diversified
HIL,N/A,N/A,N/A
HIMS,"Hims & Hers Health, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic
HIPO,Hippo Holdings Inc.,Financial Services,Insurance - Property & Casualty
HIWHKIB,N/A,N/A,N/A
HL,Hecla Mining Company,Basic Materials,Other Precious Metals & Mining
HLF,Herbalife Ltd.,Consumer Defensive,Packaged Foods
HLGN,N/A,N/A,N/A
HLI,"Houlihan Lokey, Inc.",Financial Services,Capital Markets
HLLY,Holley Inc.,Consumer Cyclical,Auto Parts
HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,Lodging
HLX,"Helix Energy Solutions Group, Inc.",Energy,Oil & Gas Equipment & Services
HMI,N/A,N/A,N/A
HMLP,N/A,N/A,N/A
HMN,Horace Mann Educators Corporation,Financial Services,Insurance - Property & Casualty
HNI,HNI Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
HOG,"Harley-Davidson, Inc.",Consumer Cyclical,Recreational Vehicles
HOME,N/A,N/A,N/A
HON,Honeywell International Inc.,Industrials,Conglomerates
HOS,N/A,N/A,N/A
HOUS,N/A,N/A,N/A
HOV,"Hovnanian Enterprises, Inc.",Consumer Cyclical,Residential Construction
HP,"Helmerich & Payne, Inc.",Energy,Oil & Gas Drilling
HPE,Hewlett Packard Enterprise Company,Technology,Communication Equipment
